Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
152.95,-220.7556,973.00,0,81.86,-,9.062621
153.00,-220.7556,973.00,0,81.86,-,9.062621
153.05,-220.7556,973.00,0,81.86,-,9.062621
153.10,-220.7556,973.00,0,81.86,-,9.062621
153.15,-220.7556,973.00,0,81.86,-,9.062621
153.20,-220.7556,973.00,0,81.86,-,9.062621
153.25,-220.7556,973.00,0,81.86,-,9.062621
153.30,-220.7556,973.00,0,81.86,-,9.062621
153.35,-220.7556,973.00,0,81.86,-,9.062621
153.40,-220.7556,973.00,0,81.86,-,9.062621
153.45,-220.7556,973.00,0,81.86,-,9.062621
153.50,-220.7556,973.00,0,-,,
153.55,-217.9352,972.90,2.666667,-,,
153.60,-220.7556,973.00,0,-,,
153.65,-220.7556,973.00,-2.666667,-,,
153.70,-220.7556,973.00,0,-,,
153.75,-220.7556,973.00,0,-,,
153.80,-220.7556,973.00,0,-,,
153.85,-220.7556,973.00,0,-,,
153.90,-220.7556,973.00,0,-,,
153.95,-220.7556,973.00,0,-,,
154.00,-220.7556,973.00,0,-,,
154.05,-220.7556,973.00,0,-,,
154.10,-220.7556,973.00,0,-,,
154.15,-220.7556,973.00,0,-,,
154.20,-220.7556,973.00,0,-,,
154.25,-220.7556,973.00,0,-,,
154.30,-220.7556,973.00,0,-,,
154.35,-220.7556,973.00,0,-,,
154.40,-220.7556,973.00,0,-,,
154.45,-220.7556,973.00,0,-,,
154.50,-220.7556,973.00,0,-,,
154.55,-220.7556,973.00,0,-,,
154.60,-220.7556,973.00,-2.666667,-,,
154.65,-220.7556,973.00,0,-,,
